;ncbi_gene_ID;HGNC;name;summary;ensembl_gene_id;refseq_accession;uniprot_ids;omim_id;orphanet;mane_select;gene_ID
177;100302118;MIR1286;microRNA 1286;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000221039;NR_031618;;;;;gene_ID_177
178;100302197;MIR1306;microRNA 1306;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000284464;NR_031706;;;;;gene_ID_178
179;406961;MIR185;microRNA 185;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000208023;NR_029706;;615576;;;gene_ID_179
180;100500860;MIR3618;microRNA 3618;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000284140;NR_037412;;;;;gene_ID_180
181;100500894;MIR3690;microRNA 3690;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];;NR_037461;;;;;gene_ID_181
182;100616414;MIR4761;microRNA 4761;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000284031;NR_039918;;;;;gene_ID_182
183;102464837;MIR6089;microRNA 6089;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];;NR_106737;;;;;gene_ID_183
184;723779;MIR651;microRNA 651;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000207628;NR_030380;;;;;gene_ID_184
185;102465490;MIR6816;microRNA 6816;microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009];ENSG00000278278;NR_106874;;;;;gene_ID_185
186;64976;MRPL40;mitochondrial ribosomal protein L40;Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein. Deletions in this gene may contribute to the etiology of velo-cardio-facial syndrome and DiGeorge syndrome. [provided by RefSeq, Jul 2008];ENSG00000185608;NM_003776;Q9NQ50;605089;;ENST00000333130.4|NM_003776.4;gene_ID_186
187;25878;MXRA5;matrix remodeling associated 5;This gene encodes one of the matrix-remodelling associated proteins. This protein contains 7 leucine-rich repeats and 12 immunoglobulin-like C2-type domains related to perlecan. This gene has a pseudogene on chromosome Y. [provided by RefSeq, Mar 2010];ENSG00000101825;NM_015419;Q9NR99;300938;;ENST00000217939.7|NM_015419.4;gene_ID_187
188;286530;P2RY8;P2Y receptor family member 8;The protein encoded by this gene belongs to the family of G-protein coupled receptors, that are preferentially activated by adenosine and uridine nucleotides. This gene is moderately expressed in undifferentiated HL60 cells, and is located on both chromosomes X and Y. [provided by RefSeq, Jul 2008];ENSG00000182162;NM_178129;Q86VZ1;300525;;ENST00000381297.10|NM_178129.5;gene_ID_188
189;28227;PPP2R3B;protein phosphatase 2 regulatory subunit B''''beta~Name Same As:- HGNC:9310;Protein phosphatase 2 (formerly named type 2A) is one of the four major Ser/Thr phosphatases and is implicated in the negative control of cell growth and division. Protein phosphatase 2 holoenzymes are heterotrimeric proteins composed of a structural subunit A, a catalytic subunit C, and a regulatory subunit B. The regulatory subunit is encoded by a diverse set of genes that have been grouped into the B/PR55, B'/PR61, and B''/PR72 families. These different regulatory subunits confer distinct enzymatic specificities and intracellular localizations to the holozenzyme. The product of this gene belongs to the B'' family. The B'' family has been further divided into subfamilies. The product of this gene belongs to the beta subfamily of regulatory subunit B''. [provided by RefSeq, Apr 2010];ENSG00000167393;NM_013239;Q9Y5P8;300339;;ENST00000390665.9|NM_013239.5;gene_ID_189
190;65121;PRAMEF1;PRAME family member 1;This gene is a member of the PRAME (preferentially expressed antigen of melanoma) gene family which is expressed in many cancers but may function in reproductive tissues during development. Alternative promoter usage generates two transcript variants, which encode different isoforms. [provided by RefSeq, Jun 2014];ENSG00000116721;NM_023013;O95521;;;ENST00000332296.7|NM_023013.4;gene_ID_190
191;343071;PRAMEF10;PRAME family member 10;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000187545;NM_001039361;O60809;;;ENST00000235347.4|NM_001039361.4;gene_ID_191
192;440560;PRAMEF11;PRAME family member 11;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000239810;NM_001146344;O60813;;;ENST00000619922.1|NM_001146344.3;gene_ID_192
193;65122;PRAMEF2;PRAME family member 2;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000120952;NM_023014;O60811;;;ENST00000240189.2|NM_023014.1;gene_ID_193
194;441873;PRAMEF25;PRAME family member 25;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000229571;NM_001310134;A6NGN4;;;ENST00000619661.3|NM_001310134.3;gene_ID_194
195;101929983;PRAMEF27;PRAME family member 27;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000274764;NM_001300891;A3QJZ7;;;ENST00000436041.6|NM_001300891.2;gene_ID_195
196;400735;PRAMEF4;PRAME family member 4;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be located in acrosomal vesicle. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000243073;NM_001009611;O60810;;;ENST00000235349.6|NM_001009611.4;gene_ID_196
197;440561;PRAMEF6;PRAME family member 6;Enables ubiquitin-like ligase-substrate adaptor activity. Involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Part of Cul2-RING ubiquitin ligase complex. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000232423;NM_001010889;Q5VXH4;;;ENST00000376189.5|NM_001010889.2;gene_ID_197
198;441871;PRAMEF7;PRAME family member 7;Predicted to enable ubiquitin-like ligase-substrate adaptor activity. Predicted to be involved in proteasome-mediated ubiquitin-dependent protein catabolic process. Predicted to be part of Cul2-RING ubiquitin ligase complex. Predicted to be active in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000204510;NM_001012277;Q5VXH5;;;ENST00000697200.1|NM_001012277.5;gene_ID_198
199;5613;PRKX;protein kinase cAMP-dependent X-linked catalytic subunit;This gene encodes a serine threonine protein kinase that has similarity to the catalytic subunit of cyclic AMP dependent protein kinases. The encoded protein is developmentally regulated and may be involved in renal epithelial morphogenesis. This protein may also be involved in macrophage and granulocyte maturation. Abnormal recombination between this gene and a related pseudogene on chromosome Y is a frequent cause of sex reversal disorder in XX males and XY females. Pseudogenes of this gene are found on chromosomes X, 15 and Y. [provided by RefSeq, Feb 2010];ENSG00000183943;NM_005044;P51817;300083;;ENST00000262848.6|NM_005044.5;gene_ID_199
200;100873944;PRKX-AS1;PRKX antisense RNA 1;0;ENSG00000236188;NR_046643;;;;;gene_ID_200
201;5902;RANBP1;RAN binding protein 1;This gene encodes a protein that forms a complex with Ras-related nuclear protein (Ran) and metabolizes guanoside triphosphate (GTP). This complex participates in the regulation of the cell cycle by controlling transport of proteins and nucleic acids into the nucleus. There are multiple pseudogenes for this gene on chromosomes 9, 12, 17, and X. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013];ENSG00000099901;NM_002882;P43487;601180;;ENST00000430524.6|NM_001278639.2;gene_ID_201
202;5931;RBBP7;RB binding protein 7, chromatin remodeling factor;This protein is a ubiquitously expressed nuclear protein and belongs to a highly conserved subfamily of WD-repeat proteins. It is found among several proteins that binds directly to retinoblastoma protein, which regulates cell proliferation. The encoded protein is found in many histone deacetylase complexes, including mSin3 co-repressor complex. It is also present in protein complexes involved in chromatin assembly. This protein can interact with BRCA1 tumor-suppressor gene and may have a role in the regulation of cell proliferation and differentiation. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2010];ENSG00000102054;NM_002893;Q16576;300825;;ENST00000380087.7|NM_002893.4;gene_ID_202
203;9185;REPS2;RALBP1 associated Eps domain containing 2;The product of this gene is part of a protein complex that regulates the endocytosis of growth factor receptors. The encoded protein directly interacts with a GTPase activating protein that functions downstream of the small G protein Ral. Its expression can negatively affect receptor internalization and inhibit growth factor signaling. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008];ENSG00000169891;NM_004726;Q8NFH8;300317;;ENST00000357277.8|NM_004726.3;gene_ID_203
204;6218;RPS17;ribosomal protein S17;Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of four RNA species and approximately 80 structurally distinct proteins. This gene encodes a ribosomal protein that is a component of the 40S subunit. The protein belongs to the S17E family of ribosomal proteins and is located in the cytoplasm. Mutations in this gene cause Diamond-Blackfan anemia 4. Alternative splicing of this gene results in multiple transcript variants. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. [provided by RefSeq, Apr 2014];ENSG00000182774;NM_001021;P08708;180472;158382.0;ENST00000647841.1|NM_001021.6;gene_ID_204
205;57035;RSRP1;arginine and serine rich protein 1;Involved in spliceosomal complex assembly. Located in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000117616;NM_020317;Q9BUV0;620030;;ENST00000243189.12|NM_020317.5;gene_ID_205
206;79680;RTL10;retrotransposon Gag like 10;Involved in mitochondrial outer membrane permeabilization and regulation of mitochondrial membrane potential. Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000215012;NM_024627;Q7L3V2;620751;;ENST00000328554.9|NM_024627.6;gene_ID_206
207;65078;RTN4R;reticulon 4 receptor;This gene encodes the receptor for reticulon 4, oligodendrocyte myelin glycoprotein and myelin-associated glycoprotein. This receptor mediates axonal growth inhibition and may play a role in regulating axonal regeneration and plasticity in the adult central nervous system. [provided by RefSeq, Jul 2008];ENSG00000040608;NM_023004;Q9BZR6;605566;;ENST00000043402.8|NM_023004.6;gene_ID_207
208;5413;SEPTIN5;septin 5;"This gene is a member of the septin gene family of nucleotide binding proteins, originally described in yeast as cell division cycle regulatory proteins. Septins are highly conserved in yeast, Drosophila, and mouse and appear to regulate cytoskeletal organization. Disruption of septin function disturbs cytokinesis and results in large multinucleate or polyploid cells. This gene is mapped to 22q11, the region frequently deleted in DiGeorge and velocardiofacial syndromes. A translocation involving the MLL gene and this gene has also been reported in patients with acute myeloid leukemia. Alternative splicing results in multiple transcript variants. The presence of a non-consensus polyA signal (AACAAT) in this gene also results in read-through transcription into the downstream neighboring gene (GP1BB; platelet glycoprotein Ib), whereby larger, non-coding transcripts are produced. [provided by RefSeq, Dec 2010]";ENSG00000184702;NM_002688;Q99719;602724;;ENST00000455784.7|NM_002688.6;gene_ID_208
209;357;SHROOM2;shroom family member 2;This gene represents the human homolog of Xenopus laevis apical protein (APX) gene, which is implicated in amiloride-sensitive sodium channel activity. It is expressed in endothelial cells and facilitates the formation of a contractile network within endothelial cells. Depletion of this gene results in an increase in endothelial sprouting, migration, and angiogenesis. This gene is highly expressed in the retina, and is a strong candidate for ocular albinism type 1 syndrome. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2016];ENSG00000146950;NM_001649;Q13796;300103;;ENST00000380913.8|NM_001649.4;gene_ID_209
210;6576;SLC25A1;solute carrier family 25 member 1;This gene encodes a member of the mitochondrial carrier subfamily of solute carrier proteins. Members of this family include nuclear-encoded transporters that translocate small metabolites across the mitochondrial membrane. This protein regulates the movement of citrate across the inner membranes of the mitochondria. Mutations in this gene have been associated with combined D-2- and L-2-hydroxyglutaric aciduria. Pseudogenes of this gene have been identified on chromosomes 7, 11, 16, and 19. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2013];ENSG00000100075;NM_005984;P53007;190315;358443.0;ENST00000215882.10|NM_005984.5;gene_ID_210
211;293;SLC25A6;solute carrier family 25 member 6;This gene is a member of the mitochondrial carrier subfamily of solute carrier protein genes. The product of this gene functions as a gated pore that translocates ADP from the cytoplasm into the mitochondrial matrix and ATP from the mitochondrial matrix into the cytoplasm. The protein is implicated in the function of the permability transition pore complex (PTPC), which regulates the release of mitochondrial products that induce apoptosis. The human genome contains several non-transcribed pseudogenes of this gene. [provided by RefSeq, Jun 2013];ENSG00000169100;NM_001636;P12236;300151|403000;;ENST00000381401.11|NM_001636.4;gene_ID_211
212;109616969;SNORA48B;small nucleolar RNA, H/ACA box 48B;Predicted to be involved in RNA processing. Predicted to be located in nucleolus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000212214;NR_145722;;;;;gene_ID_212
213;109617010;SNORA77B;small nucleolar RNA, H/ACA box 77B;Predicted to be involved in RNA processing. Predicted to be located in nucleolus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000264346;NR_145765;;;;;gene_ID_213
214;6699;SPRR1B;small proline rich protein 1B;The protein encoded by this gene is an envelope protein of keratinocytes. The encoded protein is crosslinked to membrane proteins by transglutaminase, forming an insoluble layer under the plasma membrane. This protein is proline-rich and contains several tandem amino acid repeats. [provided by RefSeq, Nov 2015];ENSG00000169469;NM_003125;P22528;182266;;ENST00000307098.5|NM_003125.3;gene_ID_214
215;6700;SPRR2A;small proline rich protein 2A;Enables lipid binding activity. Involved in antibacterial humoral response and defense response to Gram-positive bacterium. Located in cytoplasm. Is active in extracellular region and secretory granule. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000241794;NM_005988;P35326;182267;;ENST00000392653.3|NM_005988.3;gene_ID_215
216;6701;SPRR2B;small proline rich protein 2B;Predicted to be involved in keratinocyte differentiation. Predicted to act upstream of or within response to estradiol. Predicted to be located in cornified envelope and cytosol. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000196805;NM_001017418;P35325;182268;;ENST00000368755.3|NM_001388198.1;gene_ID_216
217;6703;SPRR2D;small proline rich protein 2D;Predicted to be involved in female gonad development. Predicted to act upstream of or within response to estradiol. Located in cytoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000163216;NM_001382248;P22532;617587;;ENST00000360379.4|NM_006945.5;gene_ID_217
218;6704;SPRR2E;small proline rich protein 2E;This gene encodes a member of a family of small proline-rich proteins clustered in the epidermal differentiation complex on chromosome 1q21. The encoded protein, along with other family members, is a component of the cornified cell envelope that forms beneath the plasma membrane in terminally differentiated stratified squamous epithelia. This envelope serves as a barrier against extracellular and environmental factors. The seven SPRR2 genes (A-G) appear to have been homogenized by gene conversion compared to others in the cluster that exhibit greater differences in protein structure. [provided by RefSeq, Feb 2014];ENSG00000203785;NM_001024209;P22531;617588;;ENST00000368750.8|NM_001024209.4;gene_ID_218
219;6705;SPRR2F;small proline rich protein 2F;Predicted to be involved in keratinocyte differentiation. Predicted to act upstream of or within response to estradiol. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000244094;NM_001014450;Q96RM1;617589;;ENST00000468739.2|NM_001014450.3;gene_ID_219
220;6706;SPRR2G;small proline rich protein 2G;Predicted to be involved in keratinocyte differentiation. Predicted to act upstream of or within response to estradiol. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000159516;NM_001014291;Q9BYE4;617590;;ENST00000368748.5|NM_001014291.4;gene_ID_220
221;128989;TANGO2;transport and golgi organization 2 homolog;This gene belongs to the transport and Golgi organization family, whose members are predicted to play roles in secretory protein loading in the endoplasmic reticulum. Depletion of this gene in Drosophila S2 cells causes fusion of the Golgi with the ER. In mouse tissue culture cells, this protein co-localizes with a mitochondrially targeted mCherry protein and displays very low levels of co-localization with Golgi and peroxisomes. Allelic variants of this gene are associated with rhabdomyolysis, metabolic crises with encephalopathy, and cardiac arrhythmia. [provided by RefSeq, Apr 2016];ENSG00000183597;NM_152906;Q6ICL3;616830;;ENST00000327374.9|NM_152906.7;gene_ID_221
222;6907;TBL1X;transducin beta like 1 X-linked;The protein encoded by this gene has sequence similarity with members of the WD40 repeat-containing protein family. The WD40 group is a large family of proteins, which appear to have a regulatory function. It is believed that the WD40 repeats mediate protein-protein interactions and members of the family are involved in signal transduction, RNA processing, gene regulation, vesicular trafficking, cytoskeletal assembly and may play a role in the control of cytotypic differentiation. This encoded protein is found as a subunit in corepressor SMRT (silencing mediator for retinoid and thyroid receptors) complex along with histone deacetylase 3 protein. This gene is located adjacent to the ocular albinism gene and it is thought to be involved in the pathogenesis of the ocular albinism with late-onset sensorineural deafness phenotype. Four transcript variants encoding two different isoforms have been found for this gene. This gene is highly similar to the Y chromosome TBL1Y gene. [provided by RefSeq, Nov 2008];ENSG00000101849;NM_005647;O60907;300196;;ENST00000645353.2|NM_005647.4;gene_ID_222
223;100189132;TRI-GAT1-1;tRNA-Ile (anticodon GAT) 1-1;0;;;;;;;gene_ID_223
224;100189050;TRI-GAT1-2;tRNA-Ile (anticodon GAT) 1-2;0;;;;;;;gene_ID_224
225;100189427;TRI-GAT1-3;tRNA-Ile (anticodon GAT) 1-3;0;;;;;;;gene_ID_225
226;27037;TRMT2A;tRNA methyltransferase 2A;The protein encoded by this gene is of unknown function. However, it is orthologous to the mouse Trmt2a gene and contains an RNA methyltransferase domain. Expression of this gene varies during the cell cycle, with aberrant expression being a possible biomarker in certain breast cancers. Several transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Apr 2012];ENSG00000099899;NM_022727;Q8IZ69;611151;;ENST00000252136.12|NM_022727.6;gene_ID_226
227;23617;TSSK2;testis specific serine kinase 2;TSSK2 belongs to a family of serine/threonine kinases highly expressed in testis (Hao et al., 2004 [PubMed 15044604]).[supplied by OMIM, Mar 2008];ENSG00000206203;NM_053006;Q96PF2;610710;;ENST00000399635.4|NM_053006.5;gene_ID_227
228;10587;TXNRD2;thioredoxin reductase 2;The protein encoded by this gene belongs to the pyridine nucleotide-disulfide oxidoreductase family, and is a member of the thioredoxin (Trx) system. Three thioredoxin reductase (TrxR) isozymes are found in mammals. TrxRs are selenocysteine-containing flavoenzymes, which reduce thioredoxins, as well as other substrates, and play a key role in redox homoeostasis. This gene encodes a mitochondrial form important for scavenging reactive oxygen species in mitochondria. It functions as a homodimer containing FAD, and selenocysteine (Sec) at the active site. Sec is encoded by UGA codon that normally signals translation termination. The 3' UTRs of selenoprotein mRNAs contain a conserved stem-loop structure, the Sec insertion sequence (SECIS) element, which is necessary for the recognition of UGA as a Sec codon rather than as a stop signal. Alternatively spliced transcript variants encoding different isoforms, including a few localized in the cytosol and some lacking the C-terminal Sec residue, have been found for this gene. [provided by RefSeq, Jun 2017];ENSG00000184470;NM_006440;Q9NNW7;606448;286619.0;ENST00000400521.7|NM_006440.5;gene_ID_228
229;7353;UFD1;ubiquitin recognition factor in ER associated degradation 1;The protein encoded by this gene forms a complex with two other proteins, nuclear protein localization-4 and valosin-containing protein, and this complex is necessary for the degradation of ubiquitinated proteins. In addition, this complex controls the disassembly of the mitotic spindle and the formation of a closed nuclear envelope after mitosis. Mutations in this gene have been associated with Catch 22 syndrome as well as cardiac and craniofacial defects. Alternative splicing results in multiple transcript variants encoding different isoforms. A related pseudogene has been identified on chromosome 18. [provided by RefSeq, Jun 2009];ENSG00000070010;NM_001035247;Q92890;601754;159084.0;ENST00000263202.15|NM_005659.7;gene_ID_229
230;392197;USP17L7;ubiquitin specific peptidase 17 like family member 7;Predicted to enable cysteine-type deubiquitinase activity. Predicted to be involved in regulation of apoptotic process and regulation of protein stability. Predicted to be located in endoplasmic reticulum. Predicted to be active in cytosol and nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000226430;NM_001256869;P0C7H9;;;ENST00000530447.5|NM_001256869.2;gene_ID_230
231;55841;WWC3;WWC family member 3;This gene encodes a member of the WWC family of proteins, which also includes the WWC1 (KIBRA) gene product and the WWC2 gene product. The protein encoded by this gene includes a C2 domain, which is known to mediate homodimerization in the related WWC1 gene product. [provided by RefSeq, Sep 2011];ENSG00000047644;NM_015691;Q9ULE0;301089;;;gene_ID_231
232;7499;XG;Xg glycoprotein (Xg blood group);This gene encodes the XG blood group antigen, and is located at the pseudoautosomal boundary on the short (p) arm of chromosome X. The three 5' exons reside in the pseudoautosomal region and the remaining exons within the X-specific end. A truncated copy of this gene is found on the Y chromosome at the pseudoautosomal boundary. It is transcribed, but not expected to make a Y-chromosome specific gene product. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2008];ENSG00000124343;NM_175569;P55808;300879;;ENST00000644266.2|NM_001141919.2;gene_ID_232
